formula,Property band_gap,Property band_gap units,Property SMILES
Fe(CuS)$_{2}$,0.0,eV/atom,
La$_{4}$C$_{2}$Br$_{5}$,0.0,eV/atom,
NaCuSe,0.051200000000000134,eV/atom,
Li$_{6}$CoO$_{4}$,2.4,eV/atom,
Cu$_{2}$PO$_{4}$,0.0,eV/atom,
TiFeO$_{3}$,1.4865000000000004,eV/atom,
Ba$_{5}$P$_{4}$,0.9428000000000001,eV/atom,
Yb(ClO$_{4}$)$_{3}$,0.0,eV/atom,
TiS,0.0,eV/atom,
Sc$_{2}$(SeO$_{3}$)$_{3}$,3.8037,eV/atom,
Th(GePt)$_{2}$,0.004100000000000215,eV/atom,
K(TeMo)$_{3}$,0.0,eV/atom,
ErPPd,0.014599999999999724,eV/atom,
MnSn$_{2}$,0.0,eV/atom,
TlCu$_{3}$Se$_{2}$,0.11929999999999996,eV/atom,
Ba$_{5}$Sm$_{8}$Mn$_{4}$O$_{21}$,1.9978999999999996,eV/atom,
ZrGa$_{3}$,0.0,eV/atom,
Ba$_{2}$CuF$_{6}$,0.8402000000000001,eV/atom,
Tm$_{2}$Ge$_{2}$O$_{7}$,3.7188000000000003,eV/atom,
Tb$_{3}$Sn$_{7}$,0.0,eV/atom,
Lu$_{2}$CdS$_{4}$,1.2348,eV/atom,
Ca$_{9}$Zn$_{4}$Sb$_{9}$,0.0,eV/atom,
HfCl$_{4}$,4.1644000000000005,eV/atom,
CdHg$_{6}$(As$_{2}$Br$_{3}$)$_{2}$,1.3414,eV/atom,
CsV$_{3}$(SeO$_{6}$)$_{2}$,2.3071,eV/atom,
Ho(Ge$_{2}$Rh$_{3}$)$_{2}$,0.0,eV/atom,
ZrCdCu$_{2}$,0.0,eV/atom,
ZnH$_{16}$C$_{4}$S$_{4}$(N$_{5}$O$_{3}$)$_{2}$,0.19230000000000003,eV/atom,
Nb$_{10}$Se$_{40}$I$_{3}$,0.0,eV/atom,
YZn,0.0,eV/atom,
In$_{7}$Cu$_{10}$,0.0,eV/atom,
Ce$_{3}$Zn$_{11}$,0.0,eV/atom,
Rb$_{2}$Cd$_{2}$(SO$_{4}$)$_{3}$,3.676,eV/atom,
Rb$_{3}$Tm(SO$_{4}$)$_{3}$,0.4684,eV/atom,
U$_{3}$O$_{8}$,0.0,eV/atom,
Nd(PRh)$_{2}$,0.0,eV/atom,
B$_{9}$H$_{11}$,2.9118,eV/atom,
Si$_{2}$H$_{6}$Se,3.7464000000000004,eV/atom,
Lu$_{3}$Co$_{29}$(Si$_{2}$B$_{5}$)$_{2}$,0.012199999999999989,eV/atom,
HfNiSn,0.0,eV/atom,
BaReH$_{9}$,3.1455,eV/atom,
NaBH$_{8}$O$_{7}$,3.8757,eV/atom,
Lu(BC)$_{2}$,0,eV/atom,
SiH$_{6}$(NF$_{2}$)$_{2}$,6.5941,eV/atom,
Li$_{2}$Pr(NO$_{3}$)$_{5}$,3.6557,eV/atom,
TbVO$_{3}$,1.5225,eV/atom,
Na$_{2}$S$_{2}$O$_{5}$,3.2692,eV/atom,
UO$_{5}$,0.0,eV/atom,
Ba$_{3}$(SiAs$_{2}$)$_{2}$,0.8267000000000002,eV/atom,
NaAs$_{2}$,0.0,eV/atom,
KHg,0.0,eV/atom,
Sr$_{2}$P$_{2}$O$_{7}$,5.1125,eV/atom,
LiCa$_{6}$Ge,0.0,eV/atom,
LiMg$_{4}$H$_{13}$Os$_{2}$,3.3137,eV/atom,
Rb$_{2}$ZrCl$_{6}$,3.5620000000000003,eV/atom,
KCaP$_{3}$(HO$_{2}$)$_{6}$,5.230499999999999,eV/atom,
TiH,0.0,eV/atom,
VSb$_{2}$O$_{5}$,2.5365,eV/atom,
NdSi$_{2}$Rh$_{3}$,0.0,eV/atom,
DyZrSb,0.0,eV/atom,
CrPb$_{2}$,0.0,eV/atom,
UCo,0.0,eV/atom,
Li$_{3}$AlMo$_{2}$(AsO$_{7}$)$_{2}$,2.8901,eV/atom,
RbCr$_{3}$S$_{5}$,0.2992999999999997,eV/atom,
Sr$_{2}$YTaO$_{6}$,3.8249999999999997,eV/atom,
K$_{2}$Cu$_{3}$(AsO$_{3}$)$_{4}$,0.1322000000000001,eV/atom,
Er$_{2}$S$_{3}$,1.4611999999999998,eV/atom,
Cr$_{3}$Te$_{4}$,0.0,eV/atom,
YSF,2.5592999999999995,eV/atom,
RbCaSb,1.4979000000000002,eV/atom,
Y$_{2}$(Ga$_{3}$Co)$_{3}$,0.0,eV/atom,
Pr$_{3}$BWO$_{9}$,3.8015999999999996,eV/atom,
SnF$_{2}$,3.2521999999999993,eV/atom,
CsAl(MoO$_{4}$)$_{2}$,3.8773,eV/atom,
LiMgIr,0.0,eV/atom,
TiZnH$_{12}$(OF)$_{6}$,3.0957999999999997,eV/atom,
Ba$_{2}$Eu$_{2}$ZnPtO$_{8}$,0.0,eV/atom,
Cu$_{10}$Sb$_{3}$,0.0,eV/atom,
CaCoP$_{2}$O$_{7}$,2.7472000000000003,eV/atom,
K$_{2}$InP$_{2}$S$_{7}$,1.8701999999999999,eV/atom,
Gd(BRh)$_{4}$,0.0,eV/atom,
Gd$_{3}$B$_{2}$(O$_{2}$F)$_{3}$,2.8116000000000003,eV/atom,
CsLuP$_{2}$O$_{7}$,5.1874,eV/atom,
RbB(CN)$_{4}$,6.3156,eV/atom,
CaSiPd,0.0,eV/atom,
Na$_{2}$FeCoF$_{7}$,1.7807000000000002,eV/atom,
RbNa$_{2}$Si$_{17}$,0.09090000000000042,eV/atom,
NaLiGe$_{4}$O$_{9}$,2.6592000000000002,eV/atom,
K$_{4}$SrU$_{3}$O$_{12}$,2.0705,eV/atom,
YNiP,0.0,eV/atom,
K$_{2}$SN$_{2}$O$_{5}$,3.2162,eV/atom,[K+].[K+].O=NN(O)S(=O)(=O)[O-].O=NN(O)S(=O)(=O)[O-]
Er$_{2}$In,0.0,eV/atom,
K$_{3}$Zn$_{2}$F$_{7}$,4.0269,eV/atom,
FePO$_{4}$,2.2248,eV/atom,
NdFeGe$_{2}$,0.0,eV/atom,
AlH$_{3}$,2.1979,eV/atom,
GdPPt,0,eV/atom,
TeWNCl$_{4}$F$_{5}$,2.2382999999999997,eV/atom,
ErAg$_{2}$,0.0,eV/atom,
Ho$_{5}$Ge$_{3}$,0.0,eV/atom,
ScF$_{3}$,6.0729,eV/atom,
MnSb$_{2}$F$_{12}$,3.3306,eV/atom,
CsNa$_{2}$(H$_{5}$O$_{3}$)$_{3}$,4.7481,eV/atom,
Li$_{2}$SeO$_{4}$,3.8324,eV/atom,
Ho$_{2}$Co$_{17}$,0.0,eV/atom,
KY(CO)$_{8}$,2.0998,eV/atom,
Nd$_{3}$InC,0.0,eV/atom,
Li$_{2}$Ti(OF$_{3}$)$_{2}$,0.7294,eV/atom,
KCaF$_{3}$,6.5984,eV/atom,
Nb$_{3}$(BiS$_{3}$)$_{2}$,0.0,eV/atom,
Ho$_{2}$Se$_{3}$,0.7866999999999997,eV/atom,
K,0.08360000000000001,eV/atom,
K$_{2}$Cd(NO$_{2}$)$_{4}$,2.4568,eV/atom,
Ba$_{2}$InRuO$_{6}$,0.3647999999999998,eV/atom,
CaIn$_{2}$,0.0,eV/atom,
RbLiCl$_{2}$,5.1482,eV/atom,
GdTl$_{3}$,0.0039999999999995595,eV/atom,
BaLaAlO$_{4}$,4.4343,eV/atom,
GdTaO$_{4}$,3.2685999999999997,eV/atom,
EuGePd,0.012700000000000156,eV/atom,
VFeTe,0.0,eV/atom,
Sc(AlC)$_{3}$,0.10930000000000017,eV/atom,
Na$_{3}$B$_{5}$S$_{9}$,3.5062999999999995,eV/atom,
Mg$_{6}$Cu$_{16}$Si$_{7}$,0.0,eV/atom,
Na$_{2}$SnF$_{6}$,4.9577,eV/atom,
Cd$_{2}$H$_{2}$SO$_{6}$,2.7607999999999997,eV/atom,
Ba$_{2}$Zn(BO$_{2}$)$_{6}$,4.2700000000000005,eV/atom,
H$_{2}$C$_{3}$O$_{4}$,3.4866,eV/atom,O=C1OCOC1=O
Ni(ClO$_{4}$)$_{2}$,3.8331,eV/atom,
Li$_{3}$Tl,0.0,eV/atom,
Rb$_{2}$PtI$_{6}$,0.5131000000000001,eV/atom,
HoPb$_{3}$,0.0,eV/atom,
Sb$_{2}$H$_{20}$(Cl$_{4}$O$_{3}$)$_{3}$,1.7147999999999999,eV/atom,
Ca(As$_{2}$Rh$_{3}$)$_{2}$,0.0,eV/atom,
CsK$_{2}$Pt,0.0,eV/atom,
TiSnO$_{3}$,1.0478999999999994,eV/atom,
NaHCN$_{2}$,4.0009,eV/atom,
Ba$_{2}$LaRuO$_{6}$,0.2179000000000002,eV/atom,
EuBPt$_{4}$,0.0,eV/atom,
Tb(MnSn)$_{6}$,0.0,eV/atom,
Ba$_{6}$Co$_{25}$S$_{27}$,0.034399999999999764,eV/atom,
CsLaZr$_{6}$FeCl$_{18}$,1.5905999999999998,eV/atom,
ErCuPbSe$_{3}$,1.1376999999999997,eV/atom,
Sr$_{2}$CuF$_{6}$,1.068,eV/atom,
ZrCu$_{2}$Te$_{3}$,0.0,eV/atom,
Ce$_{2}$Ga$_{12}$Cu,0.0,eV/atom,
HoBC,0.0,eV/atom,
Gd$_{3}$RuO$_{7}$,0.36370000000000013,eV/atom,
TlCuHCO$_{4}$,0.3826999999999998,eV/atom,
K$_{2}$V(PO$_{4}$)$_{2}$,2.6958,eV/atom,
Ca$_{14}$AlSb$_{11}$,0.9102999999999994,eV/atom,
CeInCu$_{2}$,0.0,eV/atom,
Sr$_{3}$Au$_{2}$,0.0,eV/atom,
UGePt,0.0,eV/atom,
Al$_{2}$P$_{2}$O$_{11}$F,0.0,eV/atom,
Tm$_{2}$Ga$_{8}$Co,0.0,eV/atom,
Rb$_{2}$PbCl$_{6}$,1.254,eV/atom,
SbPt$_{7}$,0.0,eV/atom,
YAlPd,0.0,eV/atom,
In$_{2}$Te$_{3}$,0.0,eV/atom,
AgSbF$_{6}$,1.7671999999999999,eV/atom,
LaGe$_{2}$Rh,0.0,eV/atom,
K$_{2}$Tc,0.0,eV/atom,
FeHC$_{2}$O$_{3}$,1.8730999999999998,eV/atom,
NaNdSiO$_{4}$,4.4774,eV/atom,
ScCo$_{3}$C,0.0,eV/atom,
LuAl$_{4}$Ni,0.0,eV/atom,
NaAlI$_{4}$,3.4482,eV/atom,
Ho$_{2}$Ge$_{5}$Ru$_{3}$,0.22670000000000012,eV/atom,
CrCo$_{2}$Bi,0.0,eV/atom,
Nb$_{2}$Te$_{4}$O$_{13}$,2.5627999999999997,eV/atom,
CsLu(NbCl$_{3}$)$_{6}$,0.9451999999999998,eV/atom,
Er$_{5}$CoSb$_{2}$,0.0,eV/atom,
K$_{2}$Ge(S$_{2}$O$_{7}$)$_{3}$,3.7751,eV/atom,
CsNa$_{3}$TiO$_{4}$,3.4808,eV/atom,
Rb$_{2}$CuH$_{12}$(SeO$_{7}$)$_{2}$,0.5613,eV/atom,
K$_{2}$PrI$_{5}$,3.031,eV/atom,
UH$_{12}$C$_{2}$S$_{2}$N$_{6}$O$_{13}$,0.14500000000000002,eV/atom,O=[U+2]=O.O=S(=O)([O-])[O-].O.O.O.NC(N)=[NH2+]
NaPO,0.0,eV/atom,[Na+].F[P-](F)(F)(F)(F)F.O
V$_{5}$Se$_{4}$,0.0,eV/atom,
Y$_{2}$SO$_{2}$,2.9934999999999996,eV/atom,
In$_{4}$Bi$_{2}$S$_{9}$,1.6307999999999998,eV/atom,
KNOF$_{2}$,3.2687,eV/atom,
Dy$_{6}$Fe$_{16}$O,0.0,eV/atom,
KBC$_{3}$N$_{3}$F,5.7453,eV/atom,
Ho(CoB)$_{2}$,0.0,eV/atom,
Li(CuP)$_{2}$,0.0,eV/atom,
DyTlSe$_{2}$,2.1858000000000004,eV/atom,
Ce$_{2}$Sn$_{5}$,0.0,eV/atom,
YCo$_{5}$,0.0,eV/atom,
VH$_{10}$SO$_{10}$,3.0608,eV/atom,
ThSbTe,0.0,eV/atom,
NaHg,0.0,eV/atom,
MnH$_{9}$C$_{4}$NO$_{6}$,3.3661000000000003,eV/atom,
LaFe$_{5}$(GeO$_{5}$)$_{3}$,1.7010999999999998,eV/atom,
NaLiS,2.2642,eV/atom,
Dy$_{2}$Te,0.006800000000000139,eV/atom,
Ca(ZnGe)$_{2}$,0.0,eV/atom,
CuH$_{12}$Br$_{4}$(NO)$_{2}$,0.4456,eV/atom,
NaAu$_{2}$,0.0,eV/atom,
RbCuPdF$_{5}$,0.0,eV/atom,
TaBr$_{5}$,2.0282999999999998,eV/atom,
H$_{7}$WC$_{7}$NO$_{5}$,2.5006,eV/atom,
Cs$_{3}$Na$_{2}$SnP$_{3}$,1.2610000000000001,eV/atom,
LaCrSe$_{3}$,0.05259999999999998,eV/atom,
CaInCu$_{4}$,0.0,eV/atom,
TlPF$_{6}$,6.3698,eV/atom,
SmAs,0.0,eV/atom,
BaLi(B$_{3}$O$_{5}$)$_{3}$,5.7832,eV/atom,
Co(IN$_{2}$)$_{3}$,0.0,eV/atom,
La$_{10}$Se$_{19}$,0.5750000000000002,eV/atom,
BiSe,0.0,eV/atom,
Li$_{2}$NiO$_{2}$,3.7100000000000004,eV/atom,
K$_{8}$V$_{2}$(S$_{2}$O$_{9}$)$_{3}$,1.9876999999999998,eV/atom,
Th(GeRh)$_{2}$,0,eV/atom,
Yb$_{3}$Pd$_{4}$,0.0,eV/atom,
AlBO$_{3}$,5.830899999999999,eV/atom,
NaBeH$_{3}$,0.9154,eV/atom,
K$_{2}$MoCl$_{6}$,0.0,eV/atom,
CoH$_{16}$C$_{4}$(NO)$_{7}$,2.4484,eV/atom,
Ho$_{4}$In(NiGe$_{2}$)$_{2}$,0.0,eV/atom,
Ca$_{6}$FeN$_{5}$,0.0,eV/atom,
Hg$_{3}$C$_{2}$(N$_{2}$Cl)$_{2}$,1.7705000000000002,eV/atom,
HfMo$_{2}$,0.0,eV/atom,
Pu(CoSi)$_{2}$,0.009399999999999409,eV/atom,
PbO,2.1565,eV/atom,
CeBC,0.0,eV/atom,
ThB$_{6}$,0.0,eV/atom,
Hg$_{3}$Te$_{2}$IBr,1.2572,eV/atom,
MgNi$_{2}$Sb,0.0,eV/atom,
Nb$_{2}$Tl$_{4}$Se$_{11}$,0.9315000000000002,eV/atom,
K$_{2}$ZrSi$_{3}$(HO$_{5}$)$_{2}$,4.9328,eV/atom,
Np$_{2}$Se$_{5}$,0.0,eV/atom,
Na$_{5}$Li$_{3}$(TiS$_{4}$)$_{2}$,2.2479,eV/atom,
CrF$_{4}$,1.5634,eV/atom,
LaYbSe$_{3}$,0.0,eV/atom,
LiV(SiO$_{3}$)$_{2}$,1.8767000000000005,eV/atom,
SmPt$_{2}$,0.0,eV/atom,
MnAsPd,0.0,eV/atom,
TbAu,0.0,eV/atom,
DyAs,0.0,eV/atom,
EuSb$_{2}$,0.0,eV/atom,
KCdCl$_{3}$,3.5095,eV/atom,
AgBiO$_{3}$,0.0,eV/atom,
LiAg$_{3}$O$_{2}$,0.7277999999999998,eV/atom,
Zr(CuP)$_{2}$,0.0,eV/atom,
FeCoH$_{18}$(NCl)$_{6}$,0.8114,eV/atom,
LuNiGe,0.0,eV/atom,
Na$_{2}$FeNiF$_{7}$,2.7641999999999998,eV/atom,
YbSb,0.0,eV/atom,
Cr$_{3}$PtN,0.0,eV/atom,
ZnP$_{4}$H$_{16}$(NO$_{8}$)$_{2}$,4.9641,eV/atom,
MgSiO$_{3}$,4.5985,eV/atom,
Ho$_{3}$Sb$_{4}$Au$_{3}$,0.6828000000000003,eV/atom,
NaSr$_{3}$RuO$_{6}$,0.49650000000000016,eV/atom,
La$_{2}$Au$_{5}$F$_{21}$,1.8445,eV/atom,
CsS,0.0,eV/atom,
CeSnPd,0.0,eV/atom,
Te$_{10}$Mo$_{3}$I$_{10}$,1.1818,eV/atom,
TbCu(WO$_{4}$)$_{2}$,1.4594,eV/atom,
HgTe,0.27890000000000015,eV/atom,
Cs$_{2}$Sn$_{2}$O$_{3}$,2.5788,eV/atom,
Rb$_{2}$TeBr$_{6}$,2.101,eV/atom,
Ba$_{2}$PCl,1.2595,eV/atom,
KPd$_{2}$F$_{5}$,0.2475,eV/atom,
K$_{3}$V$_{3}$O$_{8}$,1.8032,eV/atom,
La$_{2}$GeI$_{2}$,0.367,eV/atom,
EuGe$_{3}$Rh,0.0,eV/atom,
KO$_{2}$,0.4971000000000001,eV/atom,
Dy$_{3}$(CuSn)$_{4}$,0.0,eV/atom,
Lu$_{2}$Fe$_{14}$C,0.0,eV/atom,
KNaSmTaO$_{5}$,3.8959,eV/atom,
GdMnSi,0.0,eV/atom,
CuH$_{12}$C$_{5}$S$_{4}$N,1.6568999999999998,eV/atom,
Ca$_{2}$CdSb$_{2}$,0.3210999999999995,eV/atom,
Li$_{2}$O$_{2}$,0.0,eV/atom,
EuMoO$_{4}$F,0.06409999999999993,eV/atom,
Cd(HN$_{2}$)$_{4}$,3.2882,eV/atom,
Li$_{3}$As$_{7}$,1.3268999999999997,eV/atom,
Rb$_{2}$CuCl$_{3}$,1.9854000000000003,eV/atom,
BaTeO$_{3}$,2.7125,eV/atom,
YPd$_{2}$,0.0,eV/atom,
Sr$_{2}$DyGaCu$_{2}$O$_{7}$,0.0,eV/atom,
Cs$_{2}$Al$_{2}$P$_{2}$O$_{9}$,4.899699999999999,eV/atom,
Re$_{6}$Te$_{7}$Se$_{8}$,0.9468999999999999,eV/atom,
Rb$_{2}$CoPb(NO$_{2}$)$_{6}$,0.0,eV/atom,
U$_{2}$(Al$_{3}$Co)$_{3}$,0.0,eV/atom,
CaNiGe,0.0,eV/atom,
CeFe$_{5}$,0.0,eV/atom,
NaNiAsO$_{4}$,2.7824999999999998,eV/atom,
K$_{2}$CeTa$_{5}$O$_{15}$,0.0481000000000007,eV/atom,
N$_{2}$,2.9912,eV/atom,[H]N([H])[H]
Ba$_{3}$Ta$_{6}$(Si$_{2}$O$_{13}$)$_{2}$,3.0288000000000004,eV/atom,
ReN$_{2}$,0.0,eV/atom,
CaCdPb,0.0,eV/atom,
TlBi(PS$_{3}$)$_{2}$,2.0311999999999997,eV/atom,
KCrCuF$_{6}$,0.3488,eV/atom,
B$_{8}$Ru$_{11}$,0.0,eV/atom,
Al(IO$_{3}$)$_{3}$,3.3350000000000004,eV/atom,
Sr$_{2}$Re$_{4}$H$_{16}$C$_{3}$(N$_{2}$O$_{7}$)$_{3}$,3.2622,eV/atom,
CdO$_{2}$,0.0,eV/atom,
ZnSO$_{5}$,0.0,eV/atom,
ErSi$_{2}$Rh$_{3}$,0.0,eV/atom,
Y$_{2}$GeO$_{5}$,4.0923,eV/atom,
CrPC$_{5}$Br$_{3}$O$_{5}$,2.2430000000000003,eV/atom,
K$_{2}$Sm$_{2}$IrO$_{7}$,0.2634000000000001,eV/atom,
CoPb$_{2}$WO$_{6}$,1.7802000000000007,eV/atom,
Er$_{8}$Ga$_{3}$Co,0.03950000000000031,eV/atom,
Hf$_{6}$Co$_{16}$Ge$_{7}$,0.0,eV/atom,
PuAl$_{3}$,0.03449999999999953,eV/atom,
CaCrO$_{4}$,2.3678,eV/atom,
EuZn(BO$_{2}$)$_{5}$,0.0,eV/atom,
ErH$_{3}$(SO$_{4}$)$_{3}$,5.494300000000001,eV/atom,
Sr(ZnP)$_{2}$,0.8239999999999994,eV/atom,
CoH$_{12}$(ClO$_{3}$)$_{2}$,3.0715,eV/atom,Cl[Co]Cl.O.O.O.O.O.O
NaBH$_{4}$,6.3248999999999995,eV/atom,
H$_{7}$SIO$_{10}$,2.5417,eV/atom,
KPO$_{3}$,5.0422,eV/atom,
KCu$_{2}$(SO$_{5}$)$_{2}$,0.4365,eV/atom,
Ho(CrGe)$_{6}$,0.0,eV/atom,
TmIn$_{3}$,0.0,eV/atom,
K$_{2}$Si$_{4}$O$_{9}$,4.447,eV/atom,
CsUP$_{3}$O$_{11}$,2.3440000000000003,eV/atom,
Ce$_{2}$SnSe$_{4}$,0.0,eV/atom,
Tl$_{5}$Se$_{3}$,0.0,eV/atom,
Yb$_{3}$Ga$_{8}$Rh$_{3}$,0.0,eV/atom,
Mg$_{10}$Si$_{3}$(H$_{2}$O$_{9}$)$_{2}$,4.950699999999999,eV/atom,
Zr$_{6}$CI$_{12}$,0.2801,eV/atom,
GeBi$_{2}$O$_{5}$,2.3222,eV/atom,
SiO$_{2}$,5.587,eV/atom,
BaNa$_{4}$Cu$_{3}$F$_{12}$,0.42479999999999996,eV/atom,
Ca$_{11}$N$_{8}$,0.0,eV/atom,
Al$_{2}$BiSe$_{4}$,2.2379,eV/atom,
Ba$_{2}$LaSbO$_{6}$,3.9633000000000003,eV/atom,
Cu$_{2}$HgGeS$_{4}$,0.03849999999999998,eV/atom,
MgTiH$_{4}$,0.0,eV/atom,
AlSn,0.0,eV/atom,
CsSO$_{3}$F,5.1506,eV/atom,
H$_{3}$CSO$_{4}$F$_{3}$,6.383800000000001,eV/atom,O=S(=O)([O-])C(F)(F)F.[OH3+]
As$_{2}$S$_{2}$F$_{3}$,2.3662,eV/atom,
H$_{4}$S(NO)$_{2}$,5.2993,eV/atom,O=S(=O)(N)N
RbSF$_{5}$,4.6838,eV/atom,
V$_{3}$H$_{8}$(NO$_{4}$)$_{2}$,1.9786,eV/atom,
ThAu,0.0,eV/atom,
LiPH$_{2}$O$_{3}$,6.9796,eV/atom,
K$_{2}$CO$_{3}$,3.6203,eV/atom,
Er$_{3}$SnC,0.0,eV/atom,
K$_{2}$Ce(Si$_{2}$O$_{5}$)$_{3}$,2.2218999999999998,eV/atom,
CoH$_{22}$C$_{3}$(N$_{3}$O$_{4}$)$_{2}$,3.1475999999999997,eV/atom,
Eu(CuSb)$_{2}$,0.006300000000000416,eV/atom,
U$_{2}$CoO$_{6}$,0.0,eV/atom,
Th$_{3}$Sn$_{13}$Rh$_{4}$,0.0,eV/atom,
Sr$_{2}$LiFe$_{2}$N$_{3}$,0.0,eV/atom,
MnPb$_{2}$WO$_{6}$,1.3000999999999996,eV/atom,
MnH$_{10}$SO$_{9}$,3.8814,eV/atom,
NaSmTe$_{2}$,1.1738,eV/atom,
PmMg,0.0,eV/atom,
NbTe$_{2}$,0.0,eV/atom,
SrTeO$_{3}$,3.4130999999999996,eV/atom,
MnNi$_{2}$Sb,0.0,eV/atom,
Na$_{3}$SiTe$_{3}$,1.9235999999999995,eV/atom,
USe$_{3}$,0.0,eV/atom,
Nd$_{3}$In,0.0,eV/atom,
CoSeO$_{4}$,1.6888999999999998,eV/atom,
KNaS,2.4851,eV/atom,
Lu$_{4}$C$_{7}$,0.0,eV/atom,
YbS$_{2}$,0.0,eV/atom,
K$_{5}$V$_{3}$O$_{10}$,3.0582000000000003,eV/atom,
Tl$_{2}$O$_{3}$,0.0,eV/atom,
YbSn$_{3}$,0.0,eV/atom,
Si(CN$_{2}$)$_{2}$,4.2444,eV/atom,
Rb$_{2}$BeF$_{4}$,6.6674,eV/atom,
PrAl$_{2}$Ag,0.0,eV/atom,
Yb$_{3}$(GePd)$_{4}$,0.0,eV/atom,
Cs$_{4}$SiTe$_{4}$,1.8365999999999998,eV/atom,
Rb$_{8}$SbO$_{3}$,0.0,eV/atom,
KLaS$_{2}$,2.6928,eV/atom,
FeP,0.0,eV/atom,
Ce(SiIr)$_{2}$,0.0,eV/atom,
LaNb$_{5}$O$_{14}$,2.1536,eV/atom,
YbAu$_{4}$,0.0,eV/atom,
MgInAg$_{2}$,0.0,eV/atom,
CaPtF$_{6}$,2.643,eV/atom,
Cs$_{2}$Np$_{2}$PO$_{4}$F$_{7}$,0.0,eV/atom,
NiAs$_{2}$S$_{6}$(OF)$_{12}$,3.0317,eV/atom,
CsMnSb,0.0,eV/atom,
SiH$_{4}$,6.562100000000001,eV/atom,
V$_{2}$N$_{3}$,0.0,eV/atom,
AlPd,0.0,eV/atom,
KLiSi$_{2}$O$_{5}$,4.7068,eV/atom,
YbBi$_{2}$,0.0,eV/atom,
TmB$_{2}$,0.0,eV/atom,
BaMgSiO$_{4}$,4.113899999999999,eV/atom,
Hf$_{2}$Zn,0.0,eV/atom,
ZnCu$_{2}$SnTe$_{4}$,0.0,eV/atom,
CuHClO,0.0,eV/atom,
AlBiO$_{3}$,1.5859999999999994,eV/atom,
NbIO$_{2}$,1.0522,eV/atom,
TiGeIr,0.0,eV/atom,
Li$_{5}$Br$_{2}$N,2.0781,eV/atom,
LiPd$_{7}$,0.0,eV/atom,
Fe$_{2}$PO$_{5}$,0.9687000000000001,eV/atom,
Pr$_{2}$Sb,0.0,eV/atom,
Zr$_{3}$O,0.0,eV/atom,
K(OsO$_{3}$)$_{2}$,0.0,eV/atom,
NaBiF$_{6}$,2.7096,eV/atom,
Mo$_{3}$S$_{7}$Cl$_{4}$,1.6678,eV/atom,
CsLi$_{2}$Br$_{3}$,4.559699999999999,eV/atom,
TiSnSb,0.0,eV/atom,
BaLa$_{2}$Te$_{5}$O$_{14}$,3.2283,eV/atom,
Pr$_{21}$Fe$_{8}$Bi$_{7}$C$_{12}$,0.0,eV/atom,
Er(FeGe)$_{2}$,0.0,eV/atom,
KEuPSe$_{4}$,0.0,eV/atom,
BaVOF$_{4}$,2.7566,eV/atom,
NaNb$_{2}$PO$_{8}$,1.9724,eV/atom,
In$_{4}$Ag$_{9}$,0.0,eV/atom,
LaAl,0.0,eV/atom,
Zr$_{2}$TeBr$_{12}$,2.4198,eV/atom,
Sr$_{5}$As$_{3}$O$_{12}$F,3.9026000000000005,eV/atom,
YNiGe$_{3}$,0.0,eV/atom,
TbGa$_{2}$Pd,0.0,eV/atom,
PrNiSn,0.0,eV/atom,
TeAs(IF$_{2}$)$_{3}$,1.8895,eV/atom,
Sm$_{3}$Bi$_{4}$Au$_{3}$,0.37600000000000033,eV/atom,
CrGeTe$_{3}$,0.0,eV/atom,
MgNb$_{2}$,0.0,eV/atom,
NaAl(H$_{2}$N)$_{4}$,0.7307999999999999,eV/atom,
CsTa$_{6}$PbCl$_{18}$,0.0,eV/atom,
Lu$_{2}$SiO$_{5}$,4.6922,eV/atom,
La$_{4}$S$_{3}$N$_{2}$,1.1936999999999998,eV/atom,
Ce$_{2}$Si$_{7}$,0.0,eV/atom,
K$_{2}$H$_{2}$C$_{2}$S$_{2}$N$_{2}$O,2.3712000000000004,eV/atom,
SrCrF$_{4}$,2.4214,eV/atom,
LaIn,0.0,eV/atom,
Ga$_{8}$Cu$_{3}$Mo$_{2}$,0.0,eV/atom,
La(NO$_{2}$)$_{3}$,2.2049000000000003,eV/atom,
RuN,0.0,eV/atom,
CdH$_{4}$CN$_{2}$Cl$_{2}$O,3.5746,eV/atom,
Mg$_{3}$(Ni$_{10}$B$_{3}$)$_{2}$,0.0,eV/atom,
BaP$_{3}$,0.5735000000000001,eV/atom,
K$_{5}$Na(Ti$_{2}$Se$_{9}$)$_{3}$,0.8225000000000002,eV/atom,
TiF$_{3}$,0.0,eV/atom,
UV$_{2}$O$_{8}$,1.6451,eV/atom,
Ba$_{3}$(BN$_{2}$)$_{2}$,2.5171,eV/atom,
Er$_{2}$Al$_{3}$Si$_{2}$,0.0,eV/atom,
Li,0.0,eV/atom,
BaNaFe$_{2}$F$_{9}$,3.7199,eV/atom,
Li$_{2}$PtF$_{6}$,2.4927,eV/atom,
Ce$_{2}$H$_{16}$S$_{3}$O$_{20}$,1.2367,eV/atom,
Sr$_{3}$U$_{11}$O$_{36}$,1.7103000000000002,eV/atom,
AgHg$_{2}$NO$_{5}$,0.5517,eV/atom,
Cr$_{23}$C$_{6}$,0.0,eV/atom,
AsH$_{3}$C(SF$_{2}$)$_{3}$,2.7919,eV/atom,
ZrNiH$_{3}$,0.0,eV/atom,
ThGaNi,0.0,eV/atom,
